LOCATION,TIME,social_support,healthcare_spending,suicide_rate,alcohol_consumption,Life Ladder,Log GDP per capita,Freedom to make life choices,Generosity
NOR,2015,93.1199060036119,10.131,11.4,6.0,7.603433609,11.05069256,0.947620511,0.252846897
NOR,2016,95.4728905053864,10.591,11.8,6.0,7.596331596,11.05254078,0.954352319,0.128806502
POL,2007,89.2785242264279,5.873,13.7,10.3,5.886137486,9.977813721,0.772223353,-0.049099922
POL,2009,93.7207434862403,6.588,16.7,10.2,5.772027493,10.04606915,0.820649087,0.071381621
POL,2010,92.2071656030485,6.412,16.3,10.0,5.887029648,10.08564854,0.794900477,-0.000303453
POL,2011,87.7235963995128,6.24,15.6,10.3,5.646204948,10.13158989,0.868148923,-0.068704925
POL,2012,91.118347444862,6.224,16.2,10.2,5.87593174,10.14475441,0.811301708,-0.028189898
POL,2013,89.4372352389704,6.415,15.8,10.8,5.746131897,10.15655231,0.775931358,-0.138638377
POL,2014,91.2059271653644,6.28,15.1,10.5,5.750282288,10.19052887,0.875357091,-0.065763019
POL,2015,86.2786091088377,6.395,13.7,10.5,6.007021904,10.23268509,0.793462157,-0.094865799
POL,2016,88.6248978693598,6.535,11.9,10.5,6.162076473,10.26404953,0.870707512,-0.092869826
POL,2017,83.588074511625,6.56,11.3,10.6,6.201268196,10.31110001,0.830842614,-0.12366733
POL,2018,83.764613625524,6.328,11.3,10.7,6.111485004,10.3632555,0.870215118,-0.256396353
POL,2019,84.4395614195652,6.447,11.6,11.0,6.24209404,10.40985775,0.882885754,-0.23313646
PRT,2008,87.0726445932539,9.583,9.4,11.5,5.716966629,10.38306713,0.646464109,-0.219573945
PRT,2010,83.3354749633511,10.033,9.7,11.3,5.094525814,10.36716366,0.721036375,-0.108066268
PRT,2011,83.6350923962507,9.731,8.9,10.9,5.219997883,10.35152721,0.875092566,-0.175123289
PRT,2012,84.7369692733568,9.654,9.3,9.8,4.993962288,10.31416225,0.773821414,-0.099114485
PRT,2013,85.3262908251812,9.405,9.1,9.5,5.157688141,10.31038094,0.78803277,-0.120469496
PRT,2014,85.6457108928856,9.343,10.6,10.2,5.12691164,10.32366371,0.846810102,-0.128439054
PRT,2015,85.0766063161651,9.316,9.7,10.3,5.080866337,10.34556675,0.800440311,-0.165161774
PRT,2016,88.8749167712976,9.394,8.4,10.4,5.446637154,10.36871529,0.83806932,-0.227363601
PRT,2017,89.3700278344889,9.306,9.1,10.4,5.711499214,10.40561676,0.905065656,-0.177985847
PRT,2018,88.4695957629777,9.413,8.5,10.4,5.919822693,10.43531322,0.877404213,-0.263653696
SVK,2010,89.5985313499561,7.697,11.6,10.1,6.052223206,10.14756012,0.635757685,-0.10162171
SVK,2012,88.9741704860565,7.565,10.4,10.1,5.91105938,10.18409252,0.620004296,-0.028008478
SVK,2013,88.2903291240688,7.523,11.2,9.9,5.936527252,10.18954372,0.597935796,-0.050859757
SVK,2014,90.2194015037094,6.908,10.0,10.1,6.1388731,10.21545315,0.634791732,-0.125593156
SVK,2016,91.8773826539445,6.994,6.9,9.9,5.993163109,10.28318787,0.700098515,-0.060783517
SVK,2017,88.0936688345616,6.775,6.7,9.7,6.365509033,10.31100178,0.714224696,-0.054639958
SVK,2018,89.8834186649887,6.7,7.4,10.1,6.23511076,10.34685898,0.757634044,-0.167493463
SVK,2019,91.7718577819159,6.948,6.6,10.3,6.243428707,10.37122631,0.771121562,-0.129276663
ESP,2007,94.9016862408897,7.919,7.0,11.1,6.994614601,10.58458328,0.78208214,-0.095652223
ESP,2008,93.66233895923,8.382,7.3,10.2,7.294472694,10.5774622,0.83378607,-0.151789621
ESP,2009,92.061057473289,9.108,7.2,10.0,6.198601246,10.53024578,0.748514712,-0.129516065
ESP,2010,94.1047355833755,9.119,6.5,9.8,6.188262463,10.52727032,0.796495557,-0.140172899
ESP,2011,94.194163313812,9.168,6.5,9.6,6.518249035,10.51554012,0.818650901,-0.123917468
ESP,2012,93.1138600006629,9.154,7.1,9.4,6.290690422,10.48484993,0.754586101,-0.061566025
ESP,2013,92.0452970899775,9.067,7.8,9.2,6.150027275,10.4736681,0.759356439,-0.103578195
ESP,2014,94.6980623990754,9.089,7.8,9.5,6.456477642,10.49040222,0.738472342,-0.030305713
ESP,2015,95.5053483382265,9.126,7.2,10.4,6.380663395,10.52881241,0.73200047,-0.074515283
ESP,2016,94.1447832657612,8.952,7.1,10.8,6.318612099,10.55783081,0.768173754,-0.050294131
ESP,2017,90.1440918497115,8.95,7.2,10.8,6.230173111,10.58478832,0.755560756,-0.03434835
ESP,2018,90.4717340332879,9.001,6.9,10.4,6.513370991,10.60303783,0.7222507,-0.077235363
ESP,2019,94.4445883002634,9.139,7.1,10.8,6.457449436,10.6165266,0.777966738,-0.050898876
ESP,2020,93.493468662326,10.714,7.5,7.8,6.502175331,10.497365,0.783256531,-0.123564944
SWE,2007,90.8615673909709,7.996,12.2,7.0,7.241362572,10.79050159,0.90996182,0.144874275
SWE,2008,91.3857156450722,8.208,12.5,7.0,7.51599741,10.77819538,0.911609292,0.123773865
SWE,2009,88.5133687552192,8.77,13.2,7.3,7.265977383,10.72530842,0.864004612,0.219105303
SWE,2010,96.2351177533589,8.32,12.0,7.4,7.496018887,10.77460003,0.904699981,0.139915511
SWE,2011,90.7694419428651,10.416,11.6,7.3,7.382232189,10.79850197,0.941115439,0.159968853
SWE,2012,91.871236292068,10.735,11.9,7.2,7.560147762,10.78520393,0.944382191,0.130443409
SWE,2013,90.7222759351369,10.905,12.6,7.3,7.434010506,10.78853893,0.935910523,0.157398179
SWE,2014,92.2662240900894,10.948,11.7,7.2,7.239147663,10.80484772,0.945273399,0.2002168
SWE,2015,92.342411744304,10.804,12.0,7.1,7.28892231,10.83818722,0.935072064,0.20964767
SWE,2016,90.9241495191415,10.852,11.3,7.2,7.368744373,10.84611702,0.918036401,0.144198462
SWE,2017,90.9487714315526,10.785,11.7,7.0,7.286804676,10.85799789,0.934582114,0.168727219
SWE,2018,92.7551683333922,10.941,12.4,7.2,7.374792099,10.86569405,0.941724658,0.07513386
CHE,2006,94.1934326461537,9.533,17.1,10.2,7.473252773,11.06172371,0.91895771,0.286796153
CHE,2009,93.1581726269498,10.069,13.8,10.1,7.524520874,11.07293224,0.891277194,0.12092869
CHE,2012,94.3941854255705,10.249,12.4,9.9,7.776208878,11.10405922,0.945428014,0.133984193
CHE,2014,95.7495186142639,10.616,11.9,9.5,7.492803574,11.1225853,0.949401438,0.055493027
CHE,2015,93.4999243129413,11.008,12.3,9.5,7.572136879,11.12764454,0.927802444,0.104061969
CHE,2016,92.735227309751,11.3,11.5,9.3,7.458519936,11.13696957,0.933947086,0.083346017
CHE,2017,93.9145752887402,11.481,11.6,9.2,7.473593235,11.14336205,0.924996912,0.174821004
CHE,2018,92.0533398971032,11.156,11.1,9.1,7.508586884,11.16474724,0.926414549,0.095868193
CHE,2019,94.8512880091932,11.287,11.1,9.3,7.69422102,11.16965103,0.913166702,0.030927902
TUR,2009,75.2930744147986,5.494,2.1,1.5,5.212841511,9.837963104,0.455817074,-0.228776559
TUR,2010,78.831870794419,5.021,2.4,1.5,5.490347385,9.904870033,0.514920354,-0.188875675
TUR,2011,68.7992087000694,4.653,1.8,1.5,5.271944046,9.995715141,0.445606649,-0.243694663
TUR,2012,72.7403909232176,4.444,2.2,1.6,5.309076309,10.02617741,0.470903218,-0.217455015
TUR,2013,78.6983520768684,4.371,2.7,1.4,4.888177395,10.0906992,0.540723383,-0.231246844
TUR,2014,86.0951102619709,4.325,2.3,1.5,5.579794407,10.12188911,0.649196088,-0.025484888
TUR,2015,83.59854947177,4.117,2.2,1.4,5.514465332,10.16425991,0.653196752,-0.018104551
TUR,2016,87.2215630577903,4.285,2.6,1.3,5.326221943,10.18055058,0.64414674,-0.066953763
TUR,2019,78.5302873462278,4.36,4.4,1.3,4.87207365,10.24697971,0.631083786,-0.137710899
GBR,2007,96.8389127864073,8.603,6.4,11.1,6.801930904,10.69692135,0.83833164,0.333944201
GBR,2008,95.3350676375035,9.023,7.0,10.8,6.986463547,10.68665123,0.759144187,0.328796566
GBR,2009,96.2682367061655,10.034,6.9,10.1,6.90654707,10.63568592,0.816228807,0.339177281
GBR,2010,94.9341288847289,9.952,6.7,10.1,7.029364109,10.64893723,0.841306746,0.4007532
GBR,2011,94.725132603326,9.916,7.0,9.9,6.869248867,10.65559196,0.899774432,0.333674401
GBR,2012,93.2779414944386,9.932,7.0,9.6,6.880784035,10.6632309,0.888970494,0.368919432
GBR,2013,93.5320404651578,9.842,7.6,9.4,6.918055058,10.67525673,0.905278027,0.344083041
GBR,2014,90.990219966391,9.827,7.5,9.4,6.758147717,10.69736576,0.85703969,0.352245212
GBR,2015,93.3682862956955,9.755,7.6,9.5,6.515445232,10.71533012,0.832926095,0.297409564
GBR,2016,95.311176647496,9.695,7.4,9.5,6.8242836,10.73013306,0.821192145,0.247357115
GBR,2017,93.749529965282,9.588,7.1,9.7,7.103273392,10.74445915,0.812733293,0.28810212
GBR,2018,92.4337864898076,9.658,8.1,9.8,7.233445168,10.75477505,0.83750838,0.222921923
GBR,2019,93.3747977434365,9.875,8.6,9.7,7.157151222,10.76571465,0.85403955,0.267002612
GBR,2020,92.5035461602183,11.978,8.4,9.7,6.798177242,10.65809631,0.884624004,0.197765857
BRA,2007,88.1100077995157,8.202,5.5,6.9,6.320672989,9.515247345,0.776644826,-0.017624738
BRA,2008,87.1683021353693,8.011,5.6,6.8,6.691424847,9.554991722,0.781931102,-0.079088137
BRA,2009,90.7055682428872,8.395,5.6,7.0,7.000831604,9.544113159,0.766716063,-0.056668513
BRA,2010,89.6967071482192,7.945,5.6,7.2,6.837331295,9.607316971,0.805949271,-0.055444442
BRA,2011,90.5402858918818,7.788,5.7,7.1,7.037816525,9.637131691,0.833655775,-0.07384111
BRA,2012,88.9723204101931,7.736,5.9,7.1,6.660003662,9.647226334,0.848606348,
BRA,2013,91.1290720520978,7.977,5.9,6.9,7.140282631,9.668095589,0.784814954,-0.096215256
BRA,2014,89.6033753374311,8.396,5.8,6.9,6.980998993,9.664565086,0.713814318,-0.116700843
BRA,2015,89.9993343951252,8.909,6.1,6.6,6.546896935,9.620074272,0.798935294,-0.017049341
BRA,2016,90.8371120756146,9.169,6.1,6.4,6.374817371,9.578529358,0.806571543,-0.101764806
BRA,2017,90.1988387074318,9.471,6.5,6.3,6.332929134,9.583600044,0.764792562,-0.176581889
BRA,2018,87.2344016285308,9.465,6.5,6.2,6.190921783,9.59344101,0.75060904,-0.118792601
BRA,2019,89.2547785780007,9.614,6.7,6.1,6.451148987,9.599938393,0.830206037,-0.063963488
CHL,2006,82.8242279616084,6.035,11.9,6.9,6.062851906,9.883473396,0.744291902,0.164267853
CHL,2007,80.7259502402711,6.175,11.9,7.4,5.697929859,9.920676231,0.66190511,0.239765257
CHL,2008,79.719189961402,6.74,13.2,7.4,5.789438725,9.944648743,0.640201688,0.079678036
CHL,2009,82.6320435817812,7.814,13.4,7.2,6.493686199,9.918290138,0.746614039,0.145071879
CHL,2010,85.2332458775738,6.775,12.3,7.6,6.63565588,9.964698792,0.786367476,0.103650928
CHL,2011,81.8331278605393,6.772,12.5,7.1,6.526334763,10.01403809,0.700734138,0.107430115
CHL,2012,85.1142964231702,7.021,11.2,8.3,6.599128723,10.05622768,0.733610928,0.190923885
CHL,2013,85.7472438833677,7.445,10.5,7.2,6.74015379,10.08609295,0.736887336,0.080535695
CHL,2014,85.2860414124551,7.807,10.6,7.9,6.844238281,10.09299469,0.733326375,0.212933987
CHL,2015,82.4603596619671,8.303,10.9,7.9,6.532749653,10.10399342,0.76888144,0.036280006
CHL,2016,83.954917559635,8.519,10.6,6.4,6.579056263,10.10770702,0.652289748,0.098125227
CHL,2017,87.8366503919672,9.069,10.5,5.7,6.320119381,10.10523224,0.790116489,-0.024355914
CHL,2018,88.7504363912638,9.159,10.0,6.3,6.436220646,10.12778664,0.78853035,-0.06389524
COL,2006,90.3030165490914,6.336,5.7,4.4,6.024942875,9.267362595,0.80466181,-0.015399732
COL,2007,89.1569620851606,6.491,5.5,4.5,6.138411522,9.320226669,0.785865963,-0.040849388
COL,2008,87.8622765530848,6.842,5.5,4.4,6.168395042,9.340772629,0.795083821,-0.042288288
COL,2009,88.3757640433548,7.311,5.5,4.2,6.271604538,9.340979576,0.757100701,-0.055250097
COL,2010,88.621952032545,7.071,5.0,4.2,6.40811348,9.374438286,0.816121101,-0.05005087
COL,2011,90.1380115806408,6.781,4.8,4.3,6.463952541,9.431926727,0.810907423,-0.074059807
COL,2012,91.1511204915854,6.746,4.9,4.4,6.374879837,9.461303711,0.827868104,-0.010024542
COL,2013,89.7186487631697,7.017,4.7,4.3,6.606550694,9.502299309,0.841173172,-0.071502
COL,2014,90.2496473006939,7.186,4.9,4.2,6.44878912,9.536202431,0.801191449,-0.090995394
COL,2015,88.7167344181448,7.523,5.3,4.2,6.387571812,9.553628922,0.790897965,-0.100813575
COL,2016,87.8634526611966,7.531,5.4,4.5,6.233715057,9.560610771,0.834966123,-0.101030283
COL,2017,90.3991691975395,7.679,5.7,4.2,6.157341957,9.55897522,0.837554634,-0.157816932
COL,2018,86.5897273241267,7.625,6.0,4.2,5.983512402,9.569052696,0.850765765,-0.149190634
COL,2019,86.6526151678401,8.117,5.9,4.1,6.350297928,9.587769508,0.821500719,-0.172856137
CRI,2006,92.5664264888929,6.935,8.7,4.2,7.082465172,9.614258766,0.882419884,0.055333041
CRI,2007,90.9812057982719,6.996,6.4,4.3,7.432132244,9.67967701,0.922735691,0.09276887
CRI,2008,91.0636330490139,7.469,6.4,4.3,6.850679874,9.712777138,0.912005961,0.090520553
CRI,2009,89.7611338953682,7.86,6.6,4.1,7.614928722,9.691177368,0.886061072,0.060058363
CRI,2010,91.0848089312623,8.029,7.2,3.7,7.271053791,9.730944633,0.881029606,0.041907232
CRI,2011,88.5416767083664,8.112,7.2,3.3,7.228888512,9.761935234,0.926105797,-0.038647857
CRI,2012,89.0969530678424,7.782,6.8,3.2,7.272250175,9.797823906,0.92891407,0.040107884
CRI,2013,89.4468685613708,7.679,7.1,3.1,7.158000469,9.81098938,0.897879303,0.012181036
CRI,2014,91.1332877442701,7.662,5.9,3.2,7.247086048,9.834625244,0.926707387,0.003681599
CRI,2015,86.9740540289929,7.592,6.7,3.2,6.854004383,9.859623909,0.906925678,-0.065053061
CRI,2016,89.7376781909986,7.315,7.0,3.4,7.135617733,9.89023304,0.872971952,-0.038424734
CRI,2017,91.5228676993322,7.045,5.7,3.3,7.22518158,9.920690536,0.93561846,-0.08243835
CRI,2018,86.8991359468158,7.286,7.9,3.3,7.141074657,9.936565399,0.941888332,-0.113171995
CRI,2019,90.3431472899676,7.221,7.8,3.1,6.997618675,9.949298859,0.926830113,-0.152325004
CRI,2020,82.3834725731349,7.855,7.0,3.2,6.338472366,9.898633003,0.889399767,-0.134908438
EST,2006,86.0713351188593,4.762,17.8,13.4,5.371054649,10.26864815,0.748576343,-0.265847027
EST,2007,84.7994813118664,4.983,18.8,14.8,5.332044125,10.34626675,0.712120891,-0.247905254
EST,2008,87.7959574951417,5.717,17.7,14.2,5.451937675,10.29626465,0.642325103,-0.219425857
EST,2009,84.6484594552074,6.549,19.8,11.9,5.137738705,10.140028,0.61070931,-0.231455341
EST,2011,88.6728517295142,5.819,15.7,12.0,5.486819744,10.23960781,0.735225379,-0.169620425
EST,2012,85.8499723654584,5.833,17.2,12.1,5.363927841,10.27495861,0.696825743,-0.193397909
EST,2013,88.6319640910814,6.017,15.9,11.9,5.367445946,10.29299641,0.753558695,-0.202473879
EST,2014,89.2906325850903,6.362,17.7,11.1,5.55598259,10.32528877,0.773327112,-0.154697135
EST,2015,90.1986261830376,6.641,14.5,10.6,5.628908634,10.34299374,0.814692378,-0.1654329
EST,2016,91.9409041484189,6.702,13.3,10.2,5.649675369,10.37377071,0.842770696,-0.1511935
EST,2017,92.3966304373548,6.597,16.5,10.3,5.938395977,10.42886448,0.861749232,-0.10285075
EST,2018,91.2164959750763,6.721,14.0,10.0,6.091302395,10.46589088,0.885618389,-0.143167883
EST,2019,92.0149683382118,6.823,14.1,10.4,6.034641266,10.5023222,0.886504352,-0.097410277
EST,2020,94.9480131440064,7.752,15.2,10.5,6.452563763,10.46923733,0.954200566,-0.085300229
ISR,2006,91.5904950231725,6.907,6.1,2.3,7.173417091,10.34792233,0.816652834,
ISR,2007,84.994319504663,6.878,5.5,2.5,6.841114998,10.38939095,0.68286407,0.219787315
ISR,2008,85.1894489702265,6.949,5.8,2.6,7.261261463,10.40562916,0.662969172,0.138816014
ISR,2009,92.9721169024838,7.05,6.3,2.7,7.352979183,10.39309216,0.592529774,0.171740651
ISR,2010,86.0479473675353,6.997,7.5,2.8,7.358916283,10.43011475,0.5614779,0.149871558
ISR,2011,88.760032891572,6.956,6.4,2.8,7.433147907,10.46557808,0.722269237,0.140300959
ISR,2012,89.4235745124772,7.081,6.6,2.9,7.110854626,10.47495556,0.681439221,0.151844844
ISR,2013,90.3504989574111,7.042,5.6,2.9,7.320563316,10.50296116,0.739001632,0.148959547
ISR,2014,86.9914268089141,7.122,5.6,2.7,7.400570393,10.52418518,0.706974626,0.091855034
ISR,2015,85.7189508704609,7.1,5.0,2.7,7.07941103,10.52691269,0.752783954,0.106784448
ISR,2016,86.9529935687098,7.164,5.6,2.7,7.159010887,10.55097008,0.772297323,0.151116759
ISR,2017,90.4221573266645,7.236,5.6,2.9,7.331036091,10.57442188,0.768076301,0.142688021
ISR,2018,89.1484642831686,7.287,6.2,3.0,6.92717886,10.5942173,0.724662304,0.052248515
ISR,2019,94.0262810513201,7.473,5.7,3.1,7.331779957,10.61216927,0.834491909,0.08222159
LVA,2006,84.7364607359072,5.704,21.6,10.4,4.70950222,10.04226971,0.640807152,-0.231796294
LVA,2007,80.2360900641862,5.512,20.4,12.1,4.666971684,10.14522362,0.700174093,-0.169376954
LVA,2008,82.0585320784583,5.585,23.7,11.8,5.145375252,10.12276745,0.630111456,-0.205868542
LVA,2009,77.9805861310306,6.098,23.6,9.9,4.668910503,9.985563278,0.437064558,-0.182886824
LVA,2011,81.5710530091384,5.724,20.5,10.1,4.966811657,10.00416565,0.56446445,-0.002431453
LVA,2012,82.6552743996988,5.41,20.9,10.2,5.125025272,10.08457661,0.563811779,-0.039837338
LVA,2013,79.615681778859,5.409,18.2,10.4,5.069770336,10.11519432,0.630507529,-0.074804656
LVA,2014,84.5950055971177,5.463,18.4,10.6,5.729115486,10.14343452,0.670653164,-0.044904277
LVA,2015,84.1694297392254,5.652,18.6,10.8,5.880597591,10.18973541,0.65639317,-0.0797631
LVA,2016,88.7823643385279,6.133,17.7,11.3,5.940446377,10.22227478,0.685299277,-0.159189358
LVA,2017,85.6021212085156,5.965,17.3,10.9,5.977817535,10.263731,0.699520111,-0.156989619
LVA,2018,88.1514065775355,6.189,14.7,11.0,5.901154041,10.31064224,0.608207643,-0.214700237
LVA,2019,90.4086104660546,6.621,14.4,11.6,5.969753742,10.34213352,0.697935104,-0.196540892
LVA,2020,92.0105822536926,7.447,14.9,12.1,6.229008675,10.31171131,0.820111692,-0.080638871
LTU,2006,87.3807985822518,5.844,32.0,13.2,5.954442978,10.04229259,0.567254603,-0.296706289
LTU,2007,86.0561551939387,5.764,31.6,13.9,5.80828476,10.15950012,0.589662313,-0.283538014
LTU,2008,83.7861250863142,6.294,34.3,13.9,5.553925991,10.19559288,0.621060073,-0.261205196
LTU,2009,82.5194785577118,7.366,35.1,13.1,5.466920853,10.04607391,0.495955795,-0.304801136
LTU,2010,78.2456805028172,6.815,32.2,13.5,5.065824986,10.08342171,0.519352257,-0.276631355
LTU,2011,82.3913979257066,6.488,32.9,14.7,5.43243742,10.16464233,0.565797269,-0.149748564
LTU,2012,85.4144451547955,6.276,30.1,14.7,5.771037102,10.21577263,0.503027141,-0.27510348
LTU,2013,84.1248595229285,6.126,35.4,14.5,5.595689297,10.26077843,0.555815279,-0.238537952
LTU,2014,82.5729044537112,6.193,30.4,14.2,6.125723839,10.30413532,0.507947206,-0.265423417
LTU,2015,85.3893614788385,6.49,29.6,14.0,5.711378098,10.33358669,0.641470194,-0.255642354
LTU,2016,87.4390872533364,6.638,27.3,13.2,5.865552425,10.37117004,0.614239335,-0.26834625
LTU,2017,90.063322667392,6.464,25.0,12.3,6.272940636,10.42708778,0.749307334,-0.175657451
LTU,2018,86.1025048127518,6.53,22.9,11.2,6.308878899,10.47578526,0.698945105,-0.239049926
LTU,2019,87.0868251582881,6.999,22.2,11.1,6.064097881,10.52315521,0.780266464,-0.25415498
LTU,2020,88.684146503459,7.538,20.3,11.4,6.39137888,10.52162838,0.824060559,-0.125377774
SVN,2006,92.9882769204009,7.823,25.6,12.2,5.811264515,10.39857197,0.935824215,0.040772613
SVN,2009,90.8397976529573,8.541,20.8,10.5,5.830160618,10.40584469,0.895956635,-0.020819264
SVN,2010,90.6875854715391,8.565,19.2,10.3,6.082555294,10.41483116,0.895522416,0.027355783
SVN,2011,91.6204613734609,8.536,20.1,10.6,6.035964012,10.42133045,0.907440901,-0.027004661
SVN,2012,92.3137919697466,8.715,20.1,11.0,6.062891006,10.39248085,0.904386282,-0.021534046
SVN,2013,92.5599781171358,8.74,20.3,9.5,5.974888802,10.38077831,0.890059829,0.03384719
SVN,2014,89.6735035115143,8.502,17.5,10.9,5.678395271,10.40709972,0.887747705,0.05046121
SVN,2015,88.8981320810662,8.517,18.9,11.5,5.740642071,10.42820835,0.896007299,0.005918398
SVN,2016,92.9816447835412,8.478,16.8,10.5,5.936821461,10.45889568,0.903551102,-0.05669811
SVN,2017,92.640266174589,8.185,18.1,10.1,6.166837692,10.50527477,0.920862675,-0.027021039
SVN,2018,93.8845188252844,8.279,15.7,10.0,6.249419212,10.54492378,0.942045867,-0.12117143
SVN,2019,94.3740530931422,8.523,17.2,11.1,6.665273666,10.56994915,0.945430517,-0.104521476
SVN,2020,95.0400008412131,9.454,15.7,9.8,6.462076187,10.52112961,0.958442569,-0.086754218
ZAF,2006,89.7435539930021,7.692,1.3,7.3,5.083986759,9.475852013,0.648762882,-0.091509454
ZAF,2007,78.7729611417476,7.681,1.0,7.5,5.204454422,9.515153885,0.68998754,-0.165546909
ZAF,2008,80.4450050152494,7.88,1.1,7.5,5.346306801,9.53322506,0.748846471,-0.103255332
ZAF,2009,87.6591026397384,8.524,0.8,7.3,5.218430996,9.503808975,0.739409983,-0.161607936
ZAF,2010,91.6680317247373,8.666,1.0,7.1,4.652428627,9.519201279,0.738905966,-0.209991843
ZAF,2011,85.6931828524218,8.741,0.8,7.2,4.930511475,9.535149574,0.835448027,-0.161942363
ZAF,2012,90.4875411102771,8.773,1.1,7.2,5.133887768,9.543016434,0.590144992,-0.170741677
ZAF,2013,83.9424472476761,8.856,1.3,7.2,3.660727262,9.551523209,0.714169025,-0.084694207
ZAF,2014,88.003452985201,8.551,1.2,7.2,4.828456402,9.549724579,0.794030964,-0.124441184
ZAF,2015,89.5256637977784,8.79,1.0,7.2,4.887325764,9.547533989,0.862449408,-0.134669632
ZAF,2016,87.2273438698082,8.821,0.8,7.3,4.769739628,9.539438248,0.774136424,-0.077996776
ZAF,2017,87.0313298571654,8.723,0.7,7.3,4.513655186,9.536782265,0.787427902,-0.136225283
ZAF,2018,84.0942787178023,8.858,0.6,7.2,4.8839221,9.537911415,0.752731323,-0.058371451
